Author,Title,Review,Rating,Dates,Restaurant
Rixx L,Dancing ribs in my mouth !,"One things superb from this restaurant : RIBS !! The SUPER RIBS is dancing in my mouth . Soft and love the sauce man !We ordered a full rack of ribs, caesar salad ( a bit too much dressing i guess ), and naughty pig in the blanket ! YummWent there on Fri night, the service was quite alright ( yes, some staffs has really limited English understanding, but just explain to them slowly, i think just require a bit of patience and things should go right :) . Yummy good food, but i think its just a little bit pricey for locals. ",4,2015-09-07,Naughty Babe Dirty Duck
JimY288,Special modelling business,Delicate cooking skill for the baked oyster. Quite satistify for the food and value. Atmosphere are nice. Recommended to come and try.,4,2015-01-19,Shucked Oyster and Seafood Bar
siskapsari,fresh seafood,"the queue line is so long, we have to wait 30 minutes to get a table. But it's worth the time, the sweet and sour crab is so good, the crab it self is so fresh. Good quality seafood with good price.",5,2019-04-23,Fatty Crab Restaurant
Lalueman,Pure crab enjoyment,"If you like to eat crab then you have to go to the Fatty Crab Restaurant. They taste delicious. I will never know how the other meals are, because the crabs are so good, they push everything else away.",5,2018-12-18,Fatty Crab Restaurant
buttons81,"Cheap, great coffee, variety of food, friendly","Convenient location, great cheap coffee and breakfasts/foods. Avoid the soft boiled eggs as they are barely cooked at all!!",4,2013-05-02,Old Town White Coffee
ericet593,Great Thai food,Had a really nice dinner here. Foods were great and the ambience was also nice. Highly recommend for Thai foods in KL,5,2020-03-03,Tamarind Hill Kuala Lumpur By Samadhi
Giselle T,dish serve very fast,"staff are friendly the food is very nice to eat
and nice anvironment food serve proptly will come again next time",5,2023-10-21,MAiSEN Sunway Pyramid
"rgerajiKuala Lumpur, Malaysia",Wonderful experience,"Wonderful and unique experience at lunch today. If you are sushi lover and thrive for something different, pay a visit. You might need to ask someone for the exact location because it’s quite hidden. Really a great spot if you’re looking for a quiet and private place to eat. And the food... it’s amazing. The best sushi I’ve ever tasted.",5,2018-11-01,Sushi Hibiki
Marta B,Many dishes not available.,"Many dishes not available. A bit pricy for what you get. Good service and casual atmosphere. Overall, a good experience.",3,2022-09-17,Bijan
ems1313,Beefy goodness and Thai noodles,The eatery is a tent located at a parking lot. It's quite warm but the food is good. Service was fast and the bbq beef was tender. The speed boat noodle is better than those from Original Boat Noodle. It's an entirely different atmosphere.,3,2016-11-11,Little Rara Thai Noodle House
CrystalL2862,Perrrfectttt,The quality of food is as good as 4 years ago when I last visited. Must try their pork ribs. 5 stars for their attentive service especially Cho & Ren,5,2019-11-23,El Cerdo
leemyee,Buffet with Family,"They have a big spread of selection of International food, from Western, Chinese, Malay, Indian, etc. Very pleasant experience with family. Highly recommended.",5,2018-10-03,Cinnamon Coffee House
Nuenlist,Disappointed,"To let all the travelers know that we overpaid in this place .For 2 person we paid for over 300 ringgit with small portion of duck ,fish and veg.Not recommended",1,2019-08-03,Dragon-i Peking Duck Restaurant @ Pavilion KL
"ginneygirlq29Nunawading, Australia","Great vibe, Great food","I was in KL 5 days, 4 nights. I ate here twice. For anyone that has been to Argentina the restaurant is a great representation of La Boca. It's in great location in the walkway between the pavillion and pavillion elite but it is set a little bit back avoiding the hustle and bustle a bit but still in a great position to watch the passing parade. On the two separate time I ate here i tried different things. Everything was delicious. There is a happy hour and a daily drink special. I think the first night I ate here was a Friday? Whatever day it was, the drink special was 2 for 1 mojitos, a perfect refreshing drink for a humid Malaysian evening. ",5,2018-05-06,La Boca Latino Bar
761michield,Just treated myself to a delicious Mee Goreng Mamak,"But you can eat anything you like here, from local to wester food. Or just hang out for happy hours. All is good.",5,2018-03-30,WIP Bangsar Shopping Centre
Addy_L_22,Love it!,The Shangri-La never fails to deliver a wonderful experience! It was our first time dining here and the selection of dim sum is wide. The food was served quickly and we didn't have to wait long at all! The dim sum dishes were flavourful and the portions were good!,5,2018-09-06,Shang Palace
atravelertravels,Great,"the food was amazing, good options for spicy and non spicy food. We strongly recommend the tiger beer which is served in a cup (rather than a glass) and was very good. We were also very happy with our server Roy who was attentive and able to give us some good suggestions",5,2020-02-25,Old Shanghai
"rubik2003Kuala Lumpur, Malaysia",Legacy restaurant in KL,"Alway order their Hainanese fried noodles or their hainanese chicken chop. Their Fried Rice is very good too if you love spicy food as it's filled with birdeye peppers. The service is good but do stick to the Jalan Tuanku Abdul Rahman branch as I've tried the other branches and find the original resto has the best quality of food. They've been around since WWII, and you can see old ads and memorabilia at the bar which hasn't changed much since it's inception. They have a smoking section at the back which is separated from the non-smoking section. If you're around the area, drop by and maybe order a stake or two.",4,2017-10-03,Coliseum Cafe
"KaseyG878Mackay, Australia",Amazing service!,"With a warm welcome on both our visits to restaurant while we were holidaying in the city, they really do care for the customer. Unsure of name, but older lady in 50’s with scarf covering her hair (hope I got age right haha) was so warm and welcoming on both visits to myself and my teenage daughter. She wasn’t our server but made sure we were happy with small talk. This led to our 2nd visit with the sameWarm welcome from this woman. My only criticism would be Jeff the server for us on 2nd visit. He dragged his feet around slowly, and we could tell he really wasn’t interested in his job. Other than this, we enjoyed the meals on both days! The steak was delicious and the apple crumble was amazing! Thanks again guys and gals!",5,2019-10-12,Hard Rock Cafe
Rarekittykat,Steaks are still ok but needs to inject something 'fresh' to the overall experience,Still one of the better steakhouses in town. Go for the wagyus. I do feel quality has dropped somehow and they need to be alerted. Serious decor refurbishment needed and high time too.,4,2014-12-30,Jake's Charbroil Steaks-MEDAN DAMANSARA
Imran S,Birthday ,"Best Spanish restaurant.. Highly recommended. Good service. We come to celebrate the birthday of our friend. We order paell, porchetta. Ribs..",5,2023-05-05,el iberico
Hanizam A,good & nice place to dine in,"Excellent taste of food and services ...by associate here,nice room and hospitality also friendly employee,,come and stayed here to fill the experience.,",5,2023-11-27,The Living Room
Chris_Orleans,Nice ribs,"Good place at Pavilion to eat great diversity of ribs and other porks delights. 
It s just too meaty so the sides are too small and need more light food.",4,2020-08-21,Morganfield's
"ISZISMAELShah Alam, Malaysia",Opening Promotion Dinner Buffet..wise decision,"If you are looking for a quite and hassle-free restaurant then you should consider Feast at Sheraton Petaling JayaTheir international dinner buffet is a must try with selection of seafood (Oyster is a must for me) , western selection (hot oven baked pizza), cold platters ( i love the smoke duck ), Malay dishes, pasta ala minutes, noodles station and the desserts counters.Suggestions: should includes at least two selection of juices. Tabasco for the oysters",4,2018-03-16,Feast
