Author,Title,Review,Rating,Dates,Restaurant
"erikatyrellHamilton, Canada",Excellent Food and Great Service ,"After a long tour of the Vatican we were hungry and on our last day in Rome we wanted a great meal. Vinsanto did not fail us!!We ordered Bruschetta which was €7.00. Three pieces of toast one with tomatoes, one with artichoke and one with olive spread. All of it was delicious. We ordered the Pomodoro Spagetti (€9.00) which is fresh tomato sauce with basil. It was absolutely amazing and so fresh and delicious. We also ordered the Diavola Pizza (€11.00) which is cheese and salami. It was so good. We ordered a coke and Fanta and they were €3.50 each. There was a service charge of €3.00 added to our bill. Mateo was our server and he was attentive and he pleasant. His English was good too. We enjoyed having him as our server. Great last meal in Rome!I would definitely recommend you eat here! ",5,2023-10-20,Vinsanto
kappea2023,Starters to try,Disappointed. The best of the experience have been our warm starters especially  the Saute' of mussels and clams. Pasta was too cooked and both taglionini and fettucine below our expectations. Tuna tataki and octopus with potatoes just standard. Service without complains.,2,2024-01-04,Piro - Osteria di Pesce
mariaoB9806UZ,Yummy!,"So tasty!! Staff were lovely…! What a fab find :-) I would definitely go back! I recommend the ravioli..gorgeous! Also, the wine selection is good!",5,2024-03-09,Ristorante Pizzeria Andrea
"Steve FRome, Italy",First class Serve from Ekbel and excellent Food.,"Amedeos was recommended by our Hostel and they did not disappoint. We had lamb chops (up there with the best we have ever had - tenderness, sauce etc) and Beef salad. Food was excellent and came very quickly. But the best of all was the service from waitress Ekbel - beautiful English and first class serve. Thanks so much Ekbel.We recommend this restaurant.",5,2023-08-13,Ristorante Amedeo
Jim B,Best experience in Rome,"Great time with great people!! Teachers were amazing, patient & fun.  Food was absolutely delicious.",5,2023-07-12,That's Amore Restaurant by Fabio Bongianni
"JohnP8016Brisbane, Australia",Falls Short of Purpose,"Four of us (2 adults and 2 children) visited this restaurant. We were greeted by the host with a lecture on the history and goals of the place. We were told that the main taste was fish although there were non-fish plates.I chose a Carbonara. The egg sauce was a little under-done and overwhelmed the balance of the dish. Another ordered Pasta with a marinara sauce. She was pleased with this dish. The childrens choices were acceptable.The children ordered Brownies for desert. This was a mixed blessing. One plate was excellent. On the other, the brownies were less than half the thickness, were too hard to cut without a knife, and tasted burnt. Completely unfit to be eaten.I do not recommend this place. Like the curate's egg it is good in parts. The rest corripts the whole.Pity. Its goals are good.",3,2019-10-05,Schietto Cucina alla Mano
"shespokePortsmouth, United Kingdom",Perfection,"A marvellous relaxing lunch in a cool and quirky environment. Food and service superb, beer refreshing and wine good and reasonably priced. We were so glad to find this gem on an unseasonably hot June afternoon and to get away from the tourist traps. Many thanks!",5,2014-06-12,Makasar Bistrot
JonathanR827,Found by chance - great!,"Wandering about getting hungry we were not keen on all the hard sell from other restaurants. Found this one which was busy but no hard sell. Food great, reasonably priced. Definitely recommended.",5,2019-11-10,Elle Effe Restaurant
Fizzzzzzzle,Pizza and cocktails,Great place...we didnt plan to go here but it was so good!!food was quality...the drinks were great and th staff were friendly. We ate late just like the Italians without a booking so we had to wait a while and it was typically cramped inside but I would fully recommend for a fun..funky meal,4,2019-05-20,Caramella
Gil H,Splendid Restaurant and Experience ,"We stayed in the Hotel Artemide and found this special restaurant four floors above us. We were skeptical at first with it being in a hotel but were we surprised. The highlight was definitely Maurizio, the bartender, who made some of the best drinks we had while in Rome. Try the Ambrosia Anytime if you are a whiskey drinker. It’s is the Nectar of the Gods as he put it. He wasn’t wrong. My wife had the Tenderloin and I had Lamb Chops. Both dishes were excellent but the veggies could be improved. We had the beef tartare and Ravioli for starters. They were both very simple and elegant. Not the over the top cream loaded pasta you get sometimes in Italy. We will be back. ",5,2023-09-26,Ambrosia Rooftop Restaurant & Bar
noahf972,Great food great service,I ate the spaghetti all’amatriciana and they were great! The pinsa and carbonara are delicious as well! Our server Marco was very nice.,5,2022-06-27,Tira e Molla
"Robbie AClifton, Texas",Hiden gem,Our hotel recommended this place as a traditional Roman Meal. the food and service was great. they do not speak English but most places you will find that serve traditional food will not speak English. their food is made from fresh ingredients from scratch every day. not like the tourist traps that use frozen or dried fast foods. this is a real home made Roman meal.,5,2017-07-23,Trattoria Sapori di Casa
EventsbyJuls,Great service for families.,Great service for families. They treated my 3yo with such care and interest. Felt safe in COVID times. The food was excellent!,5,2020-10-20,Bar La Licata
SMI1220,Best pancakes,"Best pancakes in Rome! Great service and  had many options for food and coffee. I would highly recommend Vero, they have croissants too.",5,2023-10-17,Vero Food - Ludovisi
Jacek D,Excellent pizza !,"It was great pleasure for us to visit this place. We were very lucky to get a table because there`s not much space. Although the service doesn`t speak english fluently we understood each other and the atmosphere was great. It`s a place were you can try delicious, traditional italian pizza. The variety of pizzas, reasonable prices and friendly people make this restaurant an absolutely ""must visit"". Greatings from Poland",5,2017-02-07,Pizzeria Loffredo
Maisie S,We Amore That's Amore!,"Our favourite meal in Rome! We dined here in the evening, booked in online and were welcomed by lovely servers. The service was great, food was delicious and lovely atmosphere in the restaurant. The truffle pasta is a must if you come here! I am a travel agent and love recommending restaurants for my clients, and will definitely be recommending here for yummy food and amazing service. ",5,2023-06-28,That's Amore Restaurant by Fabio Bongianni
Nikki C,Wonderful service and food,Maury was fantastic! The experience was wonderful! Food was delicious! I recommend it all especially the drinks! Thank you!,5,2024-03-13,Ambrosia Rooftop Restaurant & Bar
Mike80524,Great lunch,"We stopped here for lunch based upon a recommendation, and we’re not disappointed. Service was great pasta was amazing and prices were reasonable.",5,2023-09-18,Ponte e Parione
651ur_ka_,Great but pricy food,"All the food was good, although not extraordinary. The restaurant was much more expensive that other good restaurants in the neighbourhood.",4,2019-05-07,VII Coorte
"Alattin SAarhus, Denmark",Great service and food,"The service was really great. A smiling waiter who did everything to satisfy the customer. Food was also very good. Only problem is that it has a place that is difficult to find and the atmosphere were silent and borring. I missed some backround music. By the way, the room was too much bright, which made a less cozy experience. ",4,2015-04-11,Ristorante L’Isola
LeehPlaces,Pizza Heaven,"The Pizza dough was like ciabatta - crispy outside and very fluffy inside.
Best Pizza i ate until now - Thank you so much for that food expirience!
awesome service - very nice!",5,2019-04-08,Pizza Florida
"Casey MOklahoma, United States",Great American breakfast,Great American breakfast. Stopped for a quick breakfast and cappuccino on the way to the Vatican. Eggs and bacon were delicious.,5,2023-09-27,Trecaffè Leone IV
